Rep	Year	RepSeason	x	y	Species	NInd	NInd_stage1	NJuvs
1	4	0	318	313	0	3	3	1
1	4	0	251	312	0	1	1	0
1	4	0	279	312	0	0	0	0
1	4	0	284	312	0	1	1	0
1	4	0	288	312	0	0	0	0
1	4	0	294	312	0	1	1	0
1	4	0	295	312	0	0	0	0
1	4	0	297	312	0	1	1	0
1	4	0	394	312	0	0	0	0
1	4	0	280	311	0	0	0	0
1	4	0	290	311	0	1	1	1
1	4	0	296	311	0	2	2	0
1	4	0	314	311	0	1	1	1
1	4	0	318	311	0	0	0	0
1	4	0	391	311	0	1	1	2
1	4	0	252	310	0	0	0	0
1	4	0	259	310	0	1	1	3
1	4	0	280	310	0	2	2	1
1	4	0	283	310	0	1	1	0
1	4	0	288	310	0	0	0	0
1	4	0	292	310	0	2	2	0
1	4	0	311	310	0	1	1	0
1	4	0	393	310	0	2	2	1
1	4	0	280	309	0	2	2	2
1	4	0	281	309	0	1	1	0
1	4	0	282	309	0	0	0	0
1	4	0	284	309	0	1	1	0
1	4	0	287	309	0	0	0	0
1	4	0	288	309	0	2	2	2
1	4	0	289	309	0	2	2	0
1	4	0	290	309	0	0	0	0
1	4	0	291	309	0	1	1	0
1	4	0	294	309	0	1	1	0
1	4	0	263	308	0	1	1	0
1	4	0	280	308	0	4	4	2
1	4	0	282	308	0	0	0	0
1	4	0	287	308	0	2	2	1
1	4	0	288	308	0	1	1	0
1	4	0	291	308	0	3	3	0
1	4	0	292	308	0	0	0	0
1	4	0	294	308	0	3	3	2
1	4	0	296	308	0	1	1	0
1	4	0	281	307	0	3	3	1
1	4	0	286	307	0	2	2	1
1	4	0	287	307	0	2	2	0
1	4	0	288	307	0	0	0	0
1	4	0	290	307	0	1	1	1
1	4	0	291	307	0	1	1	0
1	4	0	292	307	0	0	0	0
1	4	0	293	307	0	2	2	0
1	4	0	295	307	0	1	1	0
1	4	0	296	307	0	0	0	0
1	4	0	232	306	0	1	1	0
1	4	0	266	306	0	0	0	0
1	4	0	277	306	0	0	0	0
1	4	0	285	306	0	2	2	0
1	4	0	290	306	0	2	2	1
1	4	0	292	306	0	2	2	0
1	4	0	313	306	0	2	2	0
1	4	0	258	305	0	1	1	0
1	4	0	259	305	0	0	0	0
1	4	0	272	305	0	0	0	0
1	4	0	278	305	0	3	3	0
1	4	0	284	305	0	3	3	1
1	4	0	289	305	0	1	1	0
1	4	0	293	305	0	5	5	0
1	4	0	302	305	0	1	1	1
1	4	0	312	305	0	1	1	0
1	4	0	313	305	0	0	0	0
1	4	0	253	304	0	0	0	0
1	4	0	259	304	0	1	1	0
1	4	0	272	304	0	0	0	0
1	4	0	282	304	0	2	2	0
1	4	0	283	304	0	2	2	2
1	4	0	294	304	0	2	2	1
1	4	0	301	304	0	1	1	0
1	4	0	306	304	0	0	0	0
1	4	0	251	303	0	1	1	0
1	4	0	258	303	0	2	2	2
1	4	0	264	303	0	4	4	1
1	4	0	281	303	0	0	0	0
1	4	0	285	303	0	0	0	0
1	4	0	286	303	0	0	0	0
1	4	0	289	303	0	0	0	0
1	4	0	290	303	0	1	1	0
1	4	0	294	303	0	4	4	0
1	4	0	295	303	0	1	1	0
1	4	0	309	303	0	1	1	0
1	4	0	252	302	0	2	2	0
1	4	0	253	302	0	2	2	0
1	4	0	254	302	0	1	1	2
1	4	0	255	302	0	1	1	2
1	4	0	256	302	0	2	2	2
1	4	0	257	302	0	2	2	1
1	4	0	258	302	0	4	4	1
1	4	0	263	302	0	1	1	0
1	4	0	269	302	0	2	2	1
1	4	0	279	302	0	3	3	0
1	4	0	286	302	0	2	2	1
1	4	0	288	302	0	3	3	0
1	4	0	289	302	0	3	3	0
1	4	0	290	302	0	1	1	1
1	4	0	291	302	0	0	0	0
1	4	0	296	302	0	1	1	1
1	4	0	297	302	0	2	2	0
1	4	0	308	302	0	0	0	0
1	4	0	246	301	0	4	4	1
1	4	0	251	301	0	3	3	2
1	4	0	254	301	0	1	1	0
1	4	0	255	301	0	4	4	0
1	4	0	257	301	0	3	3	1
1	4	0	258	301	0	0	0	0
1	4	0	261	301	0	0	0	0
1	4	0	268	301	0	2	2	2
1	4	0	269	301	0	1	1	1
1	4	0	278	301	0	2	2	1
1	4	0	287	301	0	1	1	1
1	4	0	289	301	0	1	1	0
1	4	0	298	301	0	1	1	1
1	4	0	300	301	0	1	1	1
1	4	0	310	301	0	3	3	1
1	4	0	246	300	0	1	1	0
1	4	0	252	300	0	0	0	0
1	4	0	255	300	0	3	3	1
1	4	0	256	300	0	0	0	0
1	4	0	257	300	0	1	1	0
1	4	0	261	300	0	1	1	0
1	4	0	286	300	0	2	2	1
1	4	0	300	300	0	1	1	3
1	4	0	302	300	0	2	2	1
1	4	0	303	300	0	1	1	1
1	4	0	305	300	0	3	3	2
1	4	0	306	300	0	0	0	0
1	4	0	308	300	0	2	2	0
1	4	0	316	300	0	1	1	0
1	4	0	317	300	0	3	3	0
1	4	0	365	300	0	0	0	0
1	4	0	256	299	0	3	3	0
1	4	0	258	299	0	1	1	0
1	4	0	261	299	0	0	0	0
1	4	0	300	299	0	1	1	0
1	4	0	305	299	0	1	1	0
1	4	0	310	299	0	1	1	0
1	4	0	311	299	0	4	4	0
1	4	0	313	299	0	0	0	0
1	4	0	255	298	0	1	1	0
1	4	0	262	298	0	0	0	0
1	4	0	285	298	0	1	1	0
1	4	0	302	298	0	0	0	0
1	4	0	309	298	0	3	3	1
1	4	0	310	298	0	0	0	0
1	4	0	312	298	0	1	1	0
1	4	0	260	297	0	3	3	0
1	4	0	262	297	0	0	0	0
1	4	0	284	297	0	4	4	2
1	4	0	285	297	0	1	1	0
1	4	0	296	297	0	1	1	0
1	4	0	300	297	0	0	0	0
1	4	0	309	297	0	2	2	2
1	4	0	310	297	0	1	1	2
1	4	0	311	297	0	3	3	0
1	4	0	254	296	0	0	0	0
1	4	0	259	296	0	2	2	1
1	4	0	260	296	0	1	1	0
1	4	0	267	296	0	1	1	0
1	4	0	271	296	0	2	2	1
1	4	0	274	296	0	0	0	0
1	4	0	281	296	0	3	3	3
1	4	0	300	296	0	1	1	0
1	4	0	302	296	0	1	1	0
1	4	0	310	296	0	1	1	2
1	4	0	314	296	0	2	2	0
1	4	0	253	295	0	0	0	0
1	4	0	260	295	0	1	1	0
1	4	0	263	295	0	0	0	0
1	4	0	295	295	0	0	0	0
1	4	0	299	295	0	0	0	0
1	4	0	300	295	0	2	2	0
1	4	0	301	295	0	1	1	1
1	4	0	302	295	0	2	2	2
1	4	0	303	295	0	1	1	0
1	4	0	310	295	0	0	0	0
1	4	0	311	295	0	2	2	4
1	4	0	315	295	0	1	1	2
1	4	0	259	294	0	1	1	1
1	4	0	273	294	0	3	3	1
1	4	0	276	294	0	1	1	1
1	4	0	286	294	0	3	3	0
1	4	0	287	294	0	2	2	0
1	4	0	291	294	0	1	1	0
1	4	0	303	294	0	2	2	1
1	4	0	309	294	0	0	0	0
1	4	0	311	294	0	2	2	0
1	4	0	312	294	0	0	0	0
1	4	0	330	294	0	3	3	1
1	4	0	355	294	0	3	3	3
1	4	0	257	293	0	3	3	2
1	4	0	265	293	0	0	0	0
1	4	0	266	293	0	1	1	0
1	4	0	267	293	0	0	0	0
1	4	0	283	293	0	1	1	0
1	4	0	285	293	0	0	0	0
1	4	0	286	293	0	1	1	0
1	4	0	291	293	0	0	0	0
1	4	0	293	293	0	2	2	0
1	4	0	300	293	0	0	0	0
1	4	0	311	293	0	2	2	0
1	4	0	312	293	0	0	0	0
1	4	0	346	293	0	2	2	0
1	4	0	254	292	0	1	1	0
1	4	0	277	292	0	0	0	0
1	4	0	282	292	0	1	1	0
1	4	0	288	292	0	0	0	0
1	4	0	300	292	0	2	2	0
1	4	0	310	292	0	0	0	0
1	4	0	311	292	0	1	1	0
1	4	0	312	292	0	2	2	1
1	4	0	266	291	0	2	2	1
1	4	0	283	291	0	2	2	1
1	4	0	293	291	0	2	2	0
1	4	0	299	291	0	2	2	2
1	4	0	300	291	0	0	0	0
1	4	0	305	291	0	1	1	1
1	4	0	268	290	0	1	1	0
1	4	0	303	290	0	4	4	1
1	4	0	309	290	0	2	2	0
1	4	0	315	290	0	0	0	0
1	4	0	341	290	0	1	1	0
1	4	0	276	289	0	1	1	0
1	4	0	300	289	0	0	0	0
1	4	0	318	289	0	3	3	1
1	4	0	276	288	0	3	3	0
1	4	0	277	288	0	1	1	0
1	4	0	286	288	0	0	0	0
1	4	0	300	288	0	4	4	3
1	4	0	310	288	0	1	1	0
1	4	0	314	288	0	1	1	1
1	4	0	320	288	0	1	1	1
1	4	0	259	287	0	0	0	0
1	4	0	315	287	0	0	0	0
1	4	0	245	286	0	0	0	0
1	4	0	277	286	0	0	0	0
1	4	0	289	286	0	2	2	2
1	4	0	299	286	0	3	3	2
1	4	0	315	286	0	2	2	1
1	4	0	319	286	0	1	1	0
1	4	0	320	286	0	2	2	2
1	4	0	321	286	0	1	1	0
1	4	0	300	285	0	1	1	0
1	4	0	314	285	0	2	2	1
1	4	0	315	285	0	1	1	1
1	4	0	316	285	0	0	0	0
1	4	0	321	285	0	3	3	1
1	4	0	325	285	0	2	2	0
1	4	0	300	284	0	4	4	1
1	4	0	304	284	0	0	0	0
1	4	0	309	284	0	1	1	1
1	4	0	311	284	0	1	1	2
1	4	0	313	284	0	2	2	1
1	4	0	314	284	0	4	4	1
1	4	0	311	283	0	3	3	1
1	4	0	330	283	0	4	4	1
1	4	0	311	282	0	1	1	1
1	4	0	331	282	0	5	5	0
1	4	0	343	282	0	2	2	2
1	4	0	251	281	0	2	2	1
1	4	0	328	281	0	2	2	1
1	4	0	342	281	0	0	0	0
1	4	0	344	281	0	0	0	0
1	4	0	250	280	0	1	1	0
1	4	0	255	280	0	2	2	1
1	4	0	329	280	0	1	1	1
1	4	0	255	279	0	2	2	1
1	4	0	256	279	0	3	3	0
1	4	0	257	279	0	2	2	1
1	4	0	282	279	0	1	1	0
1	4	0	282	278	0	2	2	1
1	4	0	283	278	0	3	3	1
1	4	0	294	278	0	1	1	1
1	4	0	296	278	0	2	2	1
1	4	0	253	277	0	0	0	0
1	4	0	283	277	0	2	2	2
1	4	0	305	277	0	0	0	0
1	4	0	307	277	0	0	0	0
1	4	0	250	276	0	1	1	0
1	4	0	283	276	0	4	4	1
1	4	0	299	276	0	4	4	0
1	4	0	338	276	0	3	3	1
1	4	0	273	275	0	1	1	0
1	4	0	284	275	0	0	0	0
1	4	0	258	274	0	1	1	0
1	4	0	299	274	0	2	2	1
1	4	0	310	274	0	0	0	0
1	4	0	311	274	0	2	2	1
1	4	0	312	274	0	0	0	0
1	4	0	348	274	0	1	1	0
1	4	0	281	273	0	3	3	2
1	4	0	303	273	0	0	0	0
1	4	0	311	273	0	1	1	0
1	4	0	338	273	0	0	0	0
1	4	0	291	272	0	2	2	1
1	4	0	299	272	0	1	1	1
1	4	0	329	272	0	1	1	0
1	4	0	294	271	0	1	1	0
1	4	0	298	271	0	3	3	1
1	4	0	356	271	0	1	1	1
1	4	0	259	270	0	0	0	0
1	4	0	279	270	0	0	0	0
1	4	0	292	270	0	3	3	0
1	4	0	293	270	0	0	0	0
1	4	0	339	269	0	4	4	0
1	4	0	342	268	0	1	1	0
1	4	0	274	266	0	0	0	0
1	4	0	291	266	0	1	1	0
1	4	0	307	266	0	2	2	0
1	4	0	330	266	0	2	2	1
1	4	0	257	265	0	2	2	2
1	4	0	338	263	0	0	0	0
1	4	0	340	263	0	3	3	2
1	4	0	340	261	0	3	3	2
1	4	0	262	260	0	1	1	0
1	4	0	324	259	0	1	1	0
1	4	0	325	257	0	2	2	1
1	4	0	350	257	0	3	3	2
1	4	0	245	256	0	2	2	0
1	4	0	322	256	0	1	1	1
1	4	0	345	256	0	2	2	1
1	4	0	251	254	0	1	1	0
1	4	0	334	252	0	0	0	0
1	4	0	334	251	0	4	4	2
1	4	0	328	248	0	0	0	0
1	5	0	247	332	0	3	3	1
1	5	0	215	331	0	0	0	0
1	5	0	294	326	0	0	0	0
1	5	0	291	325	0	0	0	0
1	5	0	301	325	0	2	2	1
1	5	0	308	325	0	1	1	0
1	5	0	292	324	0	1	1	1
1	5	0	308	324	0	0	0	0
1	5	0	292	323	0	2	2	0
1	5	0	260	321	0	1	1	0
1	5	0	276	321	0	2	2	0
1	5	0	307	321	0	1	1	1
1	5	0	280	320	0	0	0	0
1	5	0	289	320	0	0	0	0
1	5	0	291	320	0	2	2	1
1	5	0	298	320	0	1	1	0
1	5	0	313	320	0	0	0	0
1	5	0	327	320	0	0	0	0
1	5	0	256	319	0	1	1	0
1	5	0	266	319	0	0	0	0
1	5	0	275	319	0	0	0	0
1	5	0	280	319	0	2	2	1
1	5	0	281	319	0	1	1	1
1	5	0	288	319	0	0	0	0
1	5	0	289	319	0	3	3	1
1	5	0	294	319	0	0	0	0
1	5	0	295	319	0	1	1	1
1	5	0	296	319	0	1	1	0
1	5	0	298	319	0	2	2	0
1	5	0	310	319	0	0	0	0
1	5	0	281	318	0	1	1	1
1	5	0	294	318	0	3	3	1
1	5	0	330	318	0	1	1	1
1	5	0	282	317	0	1	1	0
1	5	0	283	317	0	0	0	0
1	5	0	284	317	0	1	1	0
1	5	0	285	317	0	3	3	1
1	5	0	286	317	0	2	2	0
1	5	0	287	317	0	4	4	2
1	5	0	288	317	0	0	0	0
1	5	0	298	317	0	0	0	0
1	5	0	296	316	0	1	1	1
1	5	0	259	315	0	1	1	2
1	5	0	286	315	0	0	0	0
1	5	0	287	315	0	1	1	1
1	5	0	288	315	0	1	1	0
1	5	0	293	315	0	1	1	0
1	5	0	296	315	0	0	0	0
1	5	0	298	315	0	1	1	1
1	5	0	299	315	0	3	3	2
1	5	0	330	315	0	2	2	2
1	5	0	280	314	0	2	2	1
1	5	0	282	314	0	1	1	0
1	5	0	285	314	0	4	4	1
1	5	0	296	314	0	2	2	1
1	5	0	314	314	0	0	0	0
1	5	0	326	314	0	1	1	0
1	5	0	257	313	0	0	0	0
1	5	0	280	313	0	1	1	0
1	5	0	318	313	0	3	3	0
1	5	0	251	312	0	0	0	0
1	5	0	261	312	0	1	1	3
1	5	0	278	312	0	0	0	0
1	5	0	279	312	0	0	0	0
1	5	0	284	312	0	1	1	0
1	5	0	288	312	0	0	0	0
1	5	0	294	312	0	1	1	0
1	5	0	295	312	0	0	0	0
1	5	0	297	312	0	1	1	3
1	5	0	312	312	0	1	1	0
1	5	0	394	312	0	0	0	0
1	5	0	270	311	0	1	1	0
1	5	0	280	311	0	0	0	0
1	5	0	290	311	0	1	1	0
1	5	0	296	311	0	2	2	2
1	5	0	314	311	0	2	2	0
1	5	0	318	311	0	0	0	0
1	5	0	391	311	0	3	3	0
1	5	0	252	310	0	0	0	0
1	5	0	259	310	0	3	3	0
1	5	0	280	310	0	2	2	0
1	5	0	283	310	0	1	1	0
1	5	0	288	310	0	0	0	0
1	5	0	292	310	0	2	2	2
1	5	0	311	310	0	1	1	0
1	5	0	393	310	0	2	2	1
1	5	0	280	309	0	4	4	2
1	5	0	281	309	0	1	1	0
1	5	0	282	309	0	0	0	0
1	5	0	284	309	0	1	1	0
1	5	0	287	309	0	0	0	0
1	5	0	288	309	0	2	2	1
1	5	0	289	309	0	2	2	0
1	5	0	290	309	0	0	0	0
1	5	0	291	309	0	0	0	0
1	5	0	294	309	0	1	1	0
1	5	0	263	308	0	1	1	1
1	5	0	280	308	0	4	4	1
1	5	0	282	308	0	0	0	0
1	5	0	287	308	0	3	3	0
1	5	0	288	308	0	1	1	0
1	5	0	291	308	0	2	2	0
1	5	0	292	308	0	0	0	0
1	5	0	294	308	0	4	4	0
1	5	0	296	308	0	1	1	0
1	5	0	281	307	0	4	4	0
1	5	0	286	307	0	3	3	1
1	5	0	287	307	0	1	1	0
1	5	0	288	307	0	0	0	0
1	5	0	290	307	0	2	2	0
1	5	0	291	307	0	1	1	2
1	5	0	292	307	0	0	0	0
1	5	0	293	307	0	2	2	3
1	5	0	295	307	0	1	1	0
1	5	0	296	307	0	0	0	0
1	5	0	232	306	0	1	1	0
1	5	0	266	306	0	0	0	0
1	5	0	277	306	0	0	0	0
1	5	0	285	306	0	1	1	0
1	5	0	290	306	0	3	3	0
1	5	0	292	306	0	2	2	1
1	5	0	313	306	0	1	1	0
1	5	0	258	305	0	1	1	0
1	5	0	259	305	0	0	0	0
1	5	0	272	305	0	0	0	0
1	5	0	278	305	0	2	2	0
1	5	0	282	305	0	1	1	1
1	5	0	284	305	0	4	4	1
1	5	0	289	305	0	1	1	0
1	5	0	293	305	0	4	4	0
1	5	0	302	305	0	1	1	0
1	5	0	312	305	0	0	0	0
1	5	0	313	305	0	0	0	0
1	5	0	314	305	0	0	0	0
1	5	0	253	304	0	0	0	0
1	5	0	259	304	0	1	1	0
1	5	0	272	304	0	0	0	0
1	5	0	282	304	0	1	1	0
1	5	0	283	304	0	4	4	3
1	5	0	294	304	0	1	1	1
1	5	0	301	304	0	1	1	0
1	5	0	306	304	0	0	0	0
1	5	0	232	303	0	0	0	0
1	5	0	251	303	0	1	1	0
1	5	0	258	303	0	4	4	4
1	5	0	264	303	0	3	3	1
1	5	0	281	303	0	0	0	0
1	5	0	285	303	0	0	0	0
1	5	0	286	303	0	0	0	0
1	5	0	289	303	0	0	0	0
1	5	0	290	303	0	1	1	0
1	5	0	294	303	0	3	3	0
1	5	0	295	303	0	0	0	0
1	5	0	309	303	0	1	1	1
1	5	0	252	302	0	1	1	0
1	5	0	253	302	0	2	2	2
1	5	0	254	302	0	3	3	2
1	5	0	255	302	0	3	3	1
1	5	0	256	302	0	3	3	0
1	5	0	257	302	0	3	3	2
1	5	0	258	302	0	4	4	0
1	5	0	263	302	0	1	1	2
1	5	0	269	302	0	3	3	2
1	5	0	279	302	0	3	3	0
1	5	0	286	302	0	1	1	0
1	5	0	288	302	0	2	2	1
1	5	0	289	302	0	3	3	2
1	5	0	290	302	0	1	1	0
1	5	0	291	302	0	0	0	0
1	5	0	296	302	0	2	2	1
1	5	0	297	302	0	2	2	1
1	5	0	308	302	0	0	0	0
1	5	0	246	301	0	1	1	0
1	5	0	251	301	0	3	3	1
1	5	0	254	301	0	1	1	1
1	5	0	255	301	0	3	3	0
1	5	0	257	301	0	2	2	0
1	5	0	258	301	0	0	0	0
1	5	0	261	301	0	0	0	0
1	5	0	268	301	0	1	1	2
1	5	0	269	301	0	1	1	0
1	5	0	278	301	0	3	3	1
1	5	0	287	301	0	2	2	0
1	5	0	289	301	0	1	1	0
1	5	0	298	301	0	3	3	2
1	5	0	300	301	0	2	2	1
1	5	0	310	301	0	2	2	0
1	5	0	246	300	0	1	1	2
1	5	0	252	300	0	0	0	0
1	5	0	255	300	0	1	1	0
1	5	0	256	300	0	0	0	0
1	5	0	257	300	0	0	0	0
1	5	0	261	300	0	0	0	0
1	5	0	286	300	0	2	2	1
1	5	0	300	300	0	4	4	4
1	5	0	302	300	0	1	1	0
1	5	0	303	300	0	1	1	0
1	5	0	305	300	0	2	2	0
1	5	0	306	300	0	0	0	0
1	5	0	307	300	0	0	0	0
1	5	0	308	300	0	2	2	0
1	5	0	309	300	0	1	1	1
1	5	0	316	300	0	1	1	0
1	5	0	317	300	0	1	1	0
1	5	0	365	300	0	0	0	0
1	5	0	256	299	0	2	2	0
1	5	0	258	299	0	1	1	0
1	5	0	261	299	0	0	0	0
1	5	0	300	299	0	0	0	0
1	5	0	305	299	0	0	0	0
1	5	0	310	299	0	1	1	1
1	5	0	311	299	0	3	3	2
1	5	0	313	299	0	0	0	0
1	5	0	255	298	0	1	1	3
1	5	0	262	298	0	0	0	0
1	5	0	285	298	0	1	1	0
1	5	0	302	298	0	0	0	0
1	5	0	304	298	0	1	1	0
1	5	0	309	298	0	1	1	0
1	5	0	310	298	0	0	0	0
1	5	0	312	298	0	1	1	0
1	5	0	366	298	0	1	1	1
1	5	0	260	297	0	2	2	0
1	5	0	262	297	0	0	0	0
1	5	0	284	297	0	4	4	0
1	5	0	285	297	0	1	1	0
1	5	0	296	297	0	1	1	1
1	5	0	300	297	0	0	0	0
1	5	0	309	297	0	4	4	0
1	5	0	310	297	0	2	2	1
1	5	0	311	297	0	2	2	0
1	5	0	254	296	0	0	0	0
1	5	0	259	296	0	2	2	1
1	5	0	260	296	0	1	1	0
1	5	0	267	296	0	0	0	0
1	5	0	271	296	0	2	2	1
1	5	0	274	296	0	0	0	0
1	5	0	281	296	0	2	2	0
1	5	0	282	296	0	1	1	0
1	5	0	300	296	0	0	0	0
1	5	0	302	296	0	0	0	0
1	5	0	310	296	0	1	1	1
1	5	0	312	296	0	1	1	1
1	5	0	314	296	0	2	2	0
1	5	0	253	295	0	0	0	0
1	5	0	260	295	0	1	1	1
1	5	0	263	295	0	0	0	0
1	5	0	281	295	0	0	0	0
1	5	0	287	295	0	1	1	0
1	5	0	295	295	0	0	0	0
1	5	0	299	295	0	0	0	0
1	5	0	300	295	0	2	2	1
1	5	0	301	295	0	2	2	1
1	5	0	302	295	0	3	3	0
1	5	0	303	295	0	1	1	0
1	5	0	310	295	0	0	0	0
1	5	0	311	295	0	1	1	0
1	5	0	315	295	0	3	3	0
1	5	0	259	294	0	2	2	1
1	5	0	273	294	0	2	2	2
1	5	0	276	294	0	2	2	0
1	5	0	286	294	0	2	2	3
1	5	0	287	294	0	2	2	0
1	5	0	291	294	0	0	0	0
1	5	0	303	294	0	3	3	1
1	5	0	309	294	0	0	0	0
1	5	0	311	294	0	1	1	0
1	5	0	312	294	0	0	0	0
1	5	0	315	294	0	1	1	0
1	5	0	330	294	0	1	1	1
1	5	0	355	294	0	1	1	1
1	5	0	257	293	0	2	2	0
1	5	0	265	293	0	0	0	0
1	5	0	266	293	0	1	1	0
1	5	0	267	293	0	0	0	0
1	5	0	277	293	0	0	0	0
1	5	0	283	293	0	1	1	3
1	5	0	285	293	0	0	0	0
1	5	0	286	293	0	1	1	0
1	5	0	291	293	0	0	0	0
1	5	0	293	293	0	2	2	2
1	5	0	300	293	0	0	0	0
1	5	0	311	293	0	2	2	1
1	5	0	312	293	0	0	0	0
1	5	0	346	293	0	2	2	3
1	5	0	364	293	0	1	1	0
1	5	0	254	292	0	1	1	0
1	5	0	277	292	0	0	0	0
1	5	0	282	292	0	1	1	4
1	5	0	288	292	0	0	0	0
1	5	0	300	292	0	2	2	0
1	5	0	310	292	0	0	0	0
1	5	0	311	292	0	0	0	0
1	5	0	312	292	0	3	3	1
1	5	0	355	292	0	0	0	0
1	5	0	266	291	0	2	2	0
1	5	0	283	291	0	3	3	0
1	5	0	293	291	0	1	1	1
1	5	0	299	291	0	2	2	0
1	5	0	300	291	0	0	0	0
1	5	0	305	291	0	2	2	0
1	5	0	318	291	0	1	1	0
1	5	0	361	291	0	1	1	0
1	5	0	268	290	0	1	1	1
1	5	0	303	290	0	2	2	1
1	5	0	309	290	0	2	2	0
1	5	0	315	290	0	0	0	0
1	5	0	341	290	0	1	1	1
1	5	0	276	289	0	1	1	1
1	5	0	300	289	0	0	0	0
1	5	0	318	289	0	3	3	1
1	5	0	265	288	0	1	1	1
1	5	0	276	288	0	1	1	0
1	5	0	277	288	0	0	0	0
1	5	0	286	288	0	0	0	0
1	5	0	300	288	0	3	3	1
1	5	0	310	288	0	1	1	1
1	5	0	314	288	0	1	1	0
1	5	0	320	288	0	1	1	1
1	5	0	251	287	0	0	0	0
1	5	0	259	287	0	0	0	0
1	5	0	301	287	0	0	0	0
1	5	0	315	287	0	0	0	0
1	5	0	245	286	0	0	0	0
1	5	0	277	286	0	0	0	0
1	5	0	289	286	0	3	3	2
1	5	0	299	286	0	4	4	1
1	5	0	315	286	0	2	2	2
1	5	0	319	286	0	1	1	0
1	5	0	320	286	0	4	4	2
1	5	0	321	286	0	1	1	0
1	5	0	300	285	0	1	1	1
1	5	0	314	285	0	1	1	0
1	5	0	315	285	0	1	1	0
1	5	0	316	285	0	0	0	0
1	5	0	321	285	0	3	3	1
1	5	0	325	285	0	2	2	1
1	5	0	273	284	0	1	1	2
1	5	0	300	284	0	2	2	0
1	5	0	304	284	0	0	0	0
1	5	0	309	284	0	1	1	1
1	5	0	311	284	0	1	1	0
1	5	0	313	284	0	2	2	1
1	5	0	314	284	0	3	3	0
1	5	0	244	283	0	1	1	1
1	5	0	301	283	0	1	1	2
1	5	0	311	283	0	3	3	1
1	5	0	330	283	0	3	3	2
1	5	0	289	282	0	0	0	0
1	5	0	301	282	0	1	1	0
1	5	0	311	282	0	1	1	0
1	5	0	331	282	0	4	4	3
1	5	0	343	282	0	3	3	1
1	5	0	251	281	0	2	2	1
1	5	0	328	281	0	2	2	1
1	5	0	342	281	0	0	0	0
1	5	0	344	281	0	0	0	0
1	5	0	250	280	0	0	0	0
1	5	0	255	280	0	3	3	0
1	5	0	305	280	0	1	1	1
1	5	0	329	280	0	2	2	2
1	5	0	255	279	0	2	2	0
1	5	0	256	279	0	3	3	2
1	5	0	257	279	0	3	3	0
1	5	0	282	279	0	1	1	0
1	5	0	282	278	0	3	3	2
1	5	0	283	278	0	4	4	1
1	5	0	294	278	0	2	2	0
1	5	0	296	278	0	2	2	1
1	5	0	253	277	0	0	0	0
1	5	0	283	277	0	3	3	1
1	5	0	284	277	0	1	1	1
1	5	0	305	277	0	0	0	0
1	5	0	307	277	0	0	0	0
1	5	0	250	276	0	0	0	0
1	5	0	283	276	0	4	4	1
1	5	0	299	276	0	4	4	1
1	5	0	338	276	0	3	3	2
1	5	0	273	275	0	0	0	0
1	5	0	284	275	0	0	0	0
1	5	0	258	274	0	1	1	1
1	5	0	299	274	0	2	2	1
1	5	0	310	274	0	0	0	0
1	5	0	311	274	0	2	2	1
1	5	0	312	274	0	0	0	0
1	5	0	348	274	0	1	1	1
1	5	0	281	273	0	4	4	1
1	5	0	303	273	0	0	0	0
1	5	0	311	273	0	1	1	0
1	5	0	338	273	0	0	0	0
1	5	0	291	272	0	2	2	1
1	5	0	299	272	0	1	1	0
1	5	0	329	272	0	1	1	3
1	5	0	294	271	0	1	1	1
1	5	0	298	271	0	2	2	0
1	5	0	356	271	0	1	1	0
1	5	0	259	270	0	0	0	0
1	5	0	279	270	0	0	0	0
1	5	0	292	270	0	3	3	2
1	5	0	293	270	0	0	0	0
1	5	0	298	269	0	0	0	0
1	5	0	339	269	0	4	4	2
1	5	0	342	268	0	1	1	1
1	5	0	267	267	0	0	0	0
1	5	0	274	266	0	0	0	0
1	5	0	291	266	0	1	1	0
1	5	0	307	266	0	2	2	2
1	5	0	330	266	0	3	3	1
1	5	0	257	265	0	3	3	1
1	5	0	338	263	0	0	0	0
1	5	0	340	263	0	4	4	1
1	5	0	339	262	0	1	1	0
1	5	0	339	261	0	0	0	0
1	5	0	340	261	0	3	3	1
1	5	0	262	260	0	1	1	0
1	5	0	342	260	0	0	0	0
1	5	0	324	259	0	1	1	3
1	5	0	325	257	0	2	2	0
1	5	0	350	257	0	5	5	0
1	5	0	245	256	0	2	2	1
1	5	0	322	256	0	1	1	0
1	5	0	345	256	0	2	2	0
1	5	0	251	254	0	1	1	0
1	5	0	334	252	0	0	0	0
1	5	0	323	251	0	1	1	1
1	5	0	334	251	0	3	3	1
1	5	0	336	251	0	0	0	0
1	5	0	328	248	0	0	0	0
1	6	0	247	332	0	4	4	0
1	6	0	215	331	0	0	0	0
1	6	0	294	326	0	0	0	0
1	6	0	291	325	0	0	0	0
1	6	0	301	325	0	3	3	3
1	6	0	308	325	0	1	1	0
1	6	0	292	324	0	1	1	0
1	6	0	308	324	0	0	0	0
1	6	0	292	323	0	1	1	0
1	6	0	260	321	0	0	0	0
1	6	0	276	321	0	2	2	0
1	6	0	307	321	0	2	2	1
1	6	0	280	320	0	0	0	0
1	6	0	289	320	0	0	0	0
1	6	0	291	320	0	3	3	0
1	6	0	298	320	0	1	1	1
