Rep	Year	RepSeason	x	y	Species	NInd	NInd_stage1	NJuvs
0	2	0	281	319	0	1	1	2
0	2	0	288	319	0	2	2	0
0	2	0	289	319	0	3	3	2
0	2	0	294	319	0	4	4	2
0	2	0	295	319	0	2	2	2
0	2	0	277	318	0	0	0	0
0	2	0	281	318	0	2	2	0
0	2	0	282	317	0	2	2	0
0	2	0	283	317	0	3	3	2
0	2	0	284	317	0	3	3	3
0	2	0	285	317	0	1	1	0
0	2	0	286	317	0	1	1	0
0	2	0	287	317	0	2	2	0
0	2	0	288	317	0	1	1	0
0	2	0	279	316	0	1	1	0
0	2	0	287	316	0	1	1	1
0	2	0	291	316	0	1	1	0
0	2	0	259	315	0	1	1	0
0	2	0	270	315	0	1	1	2
0	2	0	287	315	0	1	1	0
0	2	0	288	315	0	3	3	2
0	2	0	293	315	0	2	2	0
0	2	0	296	315	0	2	2	1
0	2	0	299	315	0	4	4	1
0	2	0	330	315	0	0	0	0
0	2	0	280	314	0	2	2	0
0	2	0	285	314	0	3	3	2
0	2	0	280	313	0	3	3	1
0	2	0	318	313	0	0	0	0
0	2	0	399	313	0	1	1	1
0	2	0	284	312	0	1	1	0
0	2	0	288	312	0	3	3	2
0	2	0	294	312	0	1	1	0
0	2	0	280	311	0	3	3	2
0	2	0	296	311	0	4	4	2
0	2	0	301	311	0	0	0	0
0	2	0	318	311	0	3	3	0
0	2	0	259	310	0	0	0	0
0	2	0	274	310	0	0	0	0
0	2	0	280	310	0	0	0	0
0	2	0	283	310	0	1	1	2
0	2	0	288	310	0	1	1	0
0	2	0	292	310	0	2	2	1
0	2	0	333	310	0	1	1	0
0	2	0	393	310	0	3	3	1
0	2	0	269	309	0	1	1	1
0	2	0	280	309	0	1	1	1
0	2	0	282	309	0	2	2	2
0	2	0	287	309	0	3	3	3
0	2	0	288	309	0	1	1	0
0	2	0	289	309	0	3	3	1
0	2	0	290	309	0	3	3	2
0	2	0	291	309	0	3	3	2
0	2	0	280	308	0	1	1	0
0	2	0	281	308	0	1	1	0
0	2	0	282	308	0	1	1	0
0	2	0	287	308	0	4	4	1
0	2	0	291	308	0	2	2	2
0	2	0	292	308	0	1	1	0
0	2	0	294	308	0	1	1	0
0	2	0	277	307	0	1	1	0
0	2	0	281	307	0	0	0	0
0	2	0	286	307	0	0	0	0
0	2	0	287	307	0	4	4	0
0	2	0	289	307	0	1	1	0
0	2	0	290	307	0	1	1	1
0	2	0	266	306	0	0	0	0
0	2	0	285	306	0	3	3	0
0	2	0	287	306	0	0	0	0
0	2	0	290	306	0	1	1	0
0	2	0	292	306	0	1	1	2
0	2	0	294	306	0	0	0	0
0	2	0	309	306	0	1	1	1
0	2	0	313	306	0	4	4	1
0	2	0	321	306	0	2	2	0
0	2	0	250	305	0	1	1	0
0	2	0	254	305	0	1	1	0
0	2	0	258	305	0	3	3	2
0	2	0	284	305	0	3	3	1
0	2	0	288	305	0	1	1	0
0	2	0	289	305	0	2	2	1
0	2	0	303	305	0	1	1	0
0	2	0	259	304	0	0	0	0
0	2	0	272	304	0	2	2	1
0	2	0	281	304	0	1	1	0
0	2	0	282	304	0	3	3	0
0	2	0	283	304	0	2	2	1
0	2	0	287	304	0	0	0	0
0	2	0	293	304	0	1	1	0
0	2	0	294	304	0	4	4	0
0	2	0	296	304	0	1	1	1
0	2	0	301	304	0	2	2	0
0	2	0	306	304	0	1	1	0
0	2	0	258	303	0	2	2	0
0	2	0	264	303	0	2	2	2
0	2	0	273	303	0	0	0	0
0	2	0	285	303	0	4	4	0
0	2	0	294	303	0	4	4	3
0	2	0	311	303	0	1	1	0
0	2	0	252	302	0	3	3	0
0	2	0	253	302	0	3	3	0
0	2	0	254	302	0	3	3	0
0	2	0	256	302	0	2	2	2
0	2	0	258	302	0	1	1	1
0	2	0	268	302	0	0	0	0
0	2	0	269	302	0	4	4	0
0	2	0	279	302	0	1	1	1
0	2	0	282	302	0	0	0	0
0	2	0	286	302	0	2	2	0
0	2	0	288	302	0	4	4	2
0	2	0	289	302	0	1	1	0
0	2	0	290	302	0	2	2	2
0	2	0	291	302	0	3	3	1
0	2	0	296	302	0	1	1	1
0	2	0	297	302	0	1	1	0
0	2	0	300	302	0	1	1	1
0	2	0	246	301	0	2	2	1
0	2	0	251	301	0	2	2	0
0	2	0	253	301	0	1	1	0
0	2	0	254	301	0	2	2	1
0	2	0	255	301	0	1	1	0
0	2	0	257	301	0	1	1	1
0	2	0	258	301	0	1	1	0
0	2	0	261	301	0	5	5	1
0	2	0	268	301	0	2	2	2
0	2	0	278	301	0	1	1	2
0	2	0	288	301	0	2	2	2
0	2	0	310	301	0	3	3	1
0	2	0	255	300	0	3	3	0
0	2	0	256	300	0	3	3	0
0	2	0	257	300	0	2	2	0
0	2	0	261	300	0	2	2	0
0	2	0	286	300	0	4	4	0
0	2	0	303	300	0	1	1	2
0	2	0	305	300	0	1	1	0
0	2	0	317	300	0	2	2	0
0	2	0	365	300	0	2	2	1
0	2	0	256	299	0	2	2	0
0	2	0	257	299	0	1	1	1
0	2	0	259	299	0	1	1	1
0	2	0	261	299	0	3	3	1
0	2	0	280	299	0	1	1	0
0	2	0	286	299	0	3	3	0
0	2	0	294	299	0	1	1	0
0	2	0	300	299	0	2	2	1
0	2	0	305	299	0	2	2	0
0	2	0	310	299	0	3	3	1
0	2	0	311	299	0	3	3	0
0	2	0	312	299	0	1	1	1
0	2	0	253	298	0	0	0	0
0	2	0	255	298	0	2	2	1
0	2	0	299	298	0	0	0	0
0	2	0	306	298	0	1	1	1
0	2	0	309	298	0	3	3	1
0	2	0	316	298	0	0	0	0
0	2	0	335	298	0	2	2	0
0	2	0	260	297	0	2	2	1
0	2	0	284	297	0	3	3	2
0	2	0	309	297	0	1	1	1
0	2	0	310	297	0	3	3	3
0	2	0	311	297	0	1	1	0
0	2	0	316	297	0	1	1	0
0	2	0	259	296	0	2	2	1
0	2	0	260	296	0	1	1	0
0	2	0	265	296	0	1	1	0
0	2	0	267	296	0	1	1	1
0	2	0	274	296	0	2	2	1
0	2	0	310	296	0	0	0	0
0	2	0	312	296	0	0	0	0
0	2	0	314	296	0	1	1	0
0	2	0	253	295	0	3	3	0
0	2	0	260	295	0	3	3	2
0	2	0	295	295	0	1	1	0
0	2	0	300	295	0	2	2	0
0	2	0	303	295	0	2	2	2
0	2	0	310	295	0	2	2	3
0	2	0	273	294	0	1	1	0
0	2	0	286	294	0	3	3	1
0	2	0	287	294	0	3	3	3
0	2	0	291	294	0	3	3	0
0	2	0	303	294	0	3	3	0
0	2	0	311	294	0	2	2	1
0	2	0	312	294	0	3	3	2
0	2	0	327	294	0	0	0	0
0	2	0	330	294	0	3	3	2
0	2	0	355	294	0	3	3	1
0	2	0	255	293	0	1	1	0
0	2	0	257	293	0	2	2	1
0	2	0	265	293	0	4	4	0
0	2	0	274	293	0	0	0	0
0	2	0	277	293	0	1	1	1
0	2	0	283	293	0	2	2	0
0	2	0	285	293	0	2	2	0
0	2	0	291	293	0	2	2	0
0	2	0	293	293	0	2	2	2
0	2	0	300	293	0	2	2	3
0	2	0	307	293	0	0	0	0
0	2	0	311	293	0	1	1	0
0	2	0	312	293	0	3	3	1
0	2	0	346	293	0	0	0	0
0	2	0	376	293	0	1	1	1
0	2	0	282	292	0	1	1	0
0	2	0	288	292	0	2	2	0
0	2	0	300	292	0	2	2	1
0	2	0	310	292	0	3	3	2
0	2	0	311	292	0	3	3	1
0	2	0	312	292	0	1	1	0
0	2	0	283	291	0	2	2	1
0	2	0	299	291	0	2	2	0
0	2	0	300	291	0	4	4	0
0	2	0	301	291	0	1	1	2
0	2	0	268	290	0	2	2	2
0	2	0	303	290	0	3	3	1
0	2	0	309	290	0	0	0	0
0	2	0	315	290	0	2	2	1
0	2	0	255	289	0	1	1	0
0	2	0	300	289	0	3	3	0
0	2	0	302	289	0	1	1	0
0	2	0	318	289	0	2	2	0
0	2	0	276	288	0	2	2	2
0	2	0	300	288	0	0	0	0
0	2	0	307	287	0	1	1	1
0	2	0	319	287	0	1	1	1
0	2	0	266	286	0	1	1	1
0	2	0	289	286	0	2	2	0
0	2	0	296	286	0	1	1	1
0	2	0	310	286	0	0	0	0
0	2	0	315	286	0	1	1	1
0	2	0	319	286	0	1	1	1
0	2	0	320	286	0	3	3	0
0	2	0	321	286	0	0	0	0
0	2	0	300	285	0	3	3	0
0	2	0	314	285	0	4	4	1
0	2	0	315	285	0	2	2	1
0	2	0	321	285	0	3	3	1
0	2	0	323	285	0	1	1	0
0	2	0	325	285	0	0	0	0
0	2	0	300	284	0	3	3	3
0	2	0	311	284	0	1	1	1
0	2	0	313	284	0	2	2	1
0	2	0	314	284	0	2	2	0
0	2	0	311	283	0	2	2	0
0	2	0	330	283	0	3	3	1
0	2	0	311	282	0	2	2	1
